CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,1579322,0,28,0,0,1.97823,128,[28 -64 1 0 0 0 0 0 0 0 0 0 15 -8 19 -6 19 -8 15 -6 20 -4 16 -6 18 -8 15 -4 17 -3 19 0 19 -1 20 -1 15 -4 22 -2 17 -2 23 -1 21 1 21 -6 22 -1 24 -7 25 -4 22 -5 26 1 24 1 25 -1 27 0 0 0 26 -4 23 -6 26 -5 30 -3 27 -6 30 -4 29 -6 28 -9 31 -6 34 -6 35 -3 29 -3 28 -4 28 -4 28 -8 23 -7 30 -7 30 -5 25 -5 26 -7 26 -12 26 -13 32 -9 29 -9 23 -10 25 -10 0 0 0 0 0 0 0 0 0 0 ],1690358035.996862
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,2538077,0,28,0,0,2.9368,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -17 15 -18 8 -18 12 -20 11 -15 9 -20 9 -18 8 -16 9 -20 7 -19 9 -24 8 -20 10 -24 9 -23 10 -20 5 -24 7 -26 7 -24 3 -22 5 -21 3 -18 3 -19 4 -21 5 -20 6 -22 4 -21 6 0 0 -22 6 -22 6 -21 7 -20 5 -19 7 -21 10 -20 10 -20 7 -20 9 -19 8 -18 9 -20 6 -18 9 -18 8 -17 8 -18 10 -18 10 -17 13 -17 11 -13 12 -18 12 -13 11 -17 14 -14 17 -14 14 -16 16 0 0 0 0 0 0 0 0 0 0 ],1690358036.9574714
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-78,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,5414070,0,28,0,0,5.81284,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -10 -19 -4 -23 -3 -22 -3 -22 -4 -22 -2 -23 -1 -22 0 -21 1 -21 1 -18 1 -23 0 -21 -5 -19 -1 -22 0 -21 -3 -22 0 -20 0 -20 2 -17 0 -21 3 -22 1 -22 2 -23 -2 -20 0 -22 1 -23 0 0 0 -19 -4 -23 -1 -20 1 -22 -2 -21 -2 -21 -3 -23 0 -20 -2 -25 -1 -21 -4 -19 -1 -19 -5 -16 -3 -18 -2 -16 -2 -19 -3 -18 -5 -15 -6 -16 -5 -14 -9 -12 -9 -10 -10 -10 -12 -14 -12 -13 -14 -14 0 0 0 0 0 0 0 0 0 0 ],1690358039.838863
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,10189302,0,28,0,0,10.5881,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -11 24 -11 19 -14 19 -16 19 -18 6 -16 18 -15 13 -20 15 -15 19 -17 18 -18 15 -21 19 -20 13 -16 18 -18 10 -20 20 -14 12 -23 14 -19 15 -25 14 -17 12 -20 9 -24 9 -22 15 -25 11 -24 9 0 0 -21 9 -21 11 -20 11 -19 12 -18 8 -16 8 -19 10 -17 11 -16 12 -16 17 -13 16 -15 15 -14 16 -12 16 -15 20 -12 15 -13 20 -16 20 -13 23 -9 21 -12 20 -11 19 -12 25 -16 24 -9 25 -12 24 0 0 0 0 0 0 0 0 0 0 ],1690358044.6057374
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,10192262,0,28,0,0,10.625,128,[28 -64 1 0 0 0 0 0 0 0 0 0 10 15 13 16 8 19 10 23 9 16 8 18 9 20 7 16 9 17 5 16 7 18 7 20 7 21 5 21 4 19 4 19 4 21 3 19 4 25 2 23 1 23 2 25 1 22 3 21 1 19 -1 22 0 0 -5 19 -3 20 1 20 0 19 -1 19 0 16 2 20 3 15 2 14 2 16 5 19 2 18 2 17 5 18 4 18 7 18 7 19 7 22 5 20 7 19 5 21 6 20 10 19 10 24 11 21 10 23 0 0 0 0 0 0 0 0 0 0 ],1690358044.6531682
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-75,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,11144779,0,28,0,0,11.5435,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -22 -14 -20 -16 -18 -13 -22 -15 -16 -16 -19 -16 -18 -15 -14 -13 -18 -16 -16 -14 -18 -19 -15 -16 -16 -17 -17 -16 -15 -18 -16 -18 -17 -18 -14 -17 -17 -19 -15 -20 -14 -20 -16 -19 -14 -16 -15 -18 -16 -18 -14 -19 0 0 -14 -20 -13 -19 -14 -18 -14 -17 -14 -19 -12 -17 -15 -18 -12 -16 -10 -16 -13 -15 -13 -20 -14 -16 -12 -14 -12 -13 -14 -13 -17 -16 -15 -14 -16 -13 -18 -10 -17 -13 -16 -11 -17 -8 -17 -8 -20 -12 -19 -9 -20 -10 0 0 0 0 0 0 0 0 0 0 ],1690358045.5855434
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-76,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,11148461,0,28,0,0,11.586,128,[28 -64 1 0 0 0 0 0 0 0 0 0 20 15 20 15 22 18 17 16 18 16 14 15 15 15 13 15 15 15 15 16 14 16 15 17 12 17 13 15 11 19 15 15 16 20 13 17 16 18 14 18 11 18 10 18 11 17 11 23 15 20 11 19 0 0 12 20 13 20 10 20 12 21 12 16 8 19 9 15 9 18 11 16 9 18 11 18 12 17 12 14 11 17 12 15 14 14 15 11 14 13 13 14 15 15 15 14 18 11 16 13 17 14 16 12 19 12 0 0 0 0 0 0 0 0 0 0 ],1690358045.6175647
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-76,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,13065451,0,28,0,0,13.4642,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -12 -20 -10 -19 -13 -18 -11 -17 -8 -16 -8 -17 -12 -16 -7 -17 -8 -16 -10 -18 -11 -19 -10 -17 -11 -23 -10 -21 -9 -19 -9 -22 -8 -20 -8 -25 -8 -24 -6 -24 -5 -22 -5 -27 -3 -22 -5 -24 -5 -25 -3 -23 0 0 -1 -25 -5 -21 -4 -21 -3 -21 -5 -21 -3 -19 -5 -20 -4 -20 -3 -21 -2 -19 -7 -18 -5 -21 -6 -18 -5 -19 -7 -22 -6 -19 -6 -19 -9 -20 -7 -18 -9 -18 -10 -17 -9 -17 -9 -18 -13 -18 -11 -20 -11 -17 0 0 0 0 0 0 0 0 0 0 ],1690358047.497218
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-76,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,14017493,0,28,0,0,14.4162,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -2 19 3 18 3 20 1 20 0 16 1 18 3 18 3 19 3 20 6 19 2 25 2 23 1 19 -2 22 0 19 0 23 -2 22 -1 23 -2 21 -3 21 -3 21 -3 23 -1 20 -4 24 -4 22 -6 22 0 0 -4 22 -2 18 -2 21 -3 20 -2 18 -4 23 -4 22 -3 20 0 20 -4 22 -4 22 -3 19 -2 20 -2 22 -3 19 -1 21 -2 20 0 17 0 18 3 20 1 18 1 20 3 19 3 21 2 19 4 20 0 0 0 0 0 0 0 0 0 0 ],1690358048.434653
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-76,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,15931681,0,28,0,0,16.3304,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -12 -23 -9 -25 -7 -21 -5 -21 -6 -21 -4 -19 -5 -21 -4 -18 -5 -18 -5 -17 -4 -19 -7 -21 -3 -18 -4 -20 -4 -19 -5 -19 -3 -15 -5 -18 -4 -21 -2 -18 -7 -19 -6 -18 -5 -19 -6 -20 -5 -21 -6 -19 0 0 -7 -22 -6 -17 -10 -19 -8 -21 -5 -22 -11 -20 -7 -20 -7 -21 -9 -22 -7 -25 -9 -24 -8 -22 -7 -23 -4 -20 -4 -24 -9 -23 -5 -20 -7 -21 -7 -24 -8 -20 -8 -22 -10 -23 -7 -22 -9 -22 -12 -23 -11 -22 0 0 0 0 0 0 0 0 0 0 ],1690358050.3658912
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-80,11,1,2,1,1,1,0,0,0,0,-97,0,6,1,15934220,0,157,0,0,16.3686,384,[-99 -48 9 0 0 0 0 0 0 0 0 0 15 5 13 5 14 7 12 5 13 4 12 9 13 3 8 6 8 6 9 5 11 7 11 8 12 7 11 3 13 6 10 10 11 8 12 9 11 2 14 4 9 6 13 3 10 6 10 5 10 6 9 8 0 0 10 6 14 6 15 8 13 5 12 6 14 7 12 8 14 6 14 6 10 6 13 5 14 5 11 8 14 5 13 6 17 6 15 7 13 5 14 7 15 5 14 3 15 2 16 1 15 1 15 5 14 3 0 0 0 0 0 0 0 0 0 0 ],1690358050.3977644
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,16889375,0,28,0,0,17.2882,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -26 4 -26 -1 -28 2 -24 0 -24 0 -22 -3 -26 1 -20 -2 -22 -3 -22 -1 -25 -5 -23 -4 -22 -6 -23 -5 -18 -6 -23 -4 -25 -5 -21 -7 -21 -7 -19 -7 -20 -8 -19 -5 -20 -8 -20 -3 -18 -7 -17 -4 0 0 -22 -6 -18 -6 -17 -2 -18 -5 -19 -3 -21 -7 -19 -4 -20 -6 -19 -3 -20 -6 -20 -3 -22 -3 -17 -1 -20 -2 -18 -4 -17 1 -21 1 -19 3 -21 2 -18 1 -19 4 -21 6 -21 5 -22 7 -23 7 -22 8 0 0 0 0 0 0 0 0 0 0 ],1690358051.311564
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-78,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,19767981,0,28,0,0,20.1667,128,[28 -64 1 0 0 0 0 0 0 0 0 0 0 -17 1 -16 -2 -15 2 -14 2 -14 1 -14 0 -14 0 -16 1 -14 -3 -17 2 -20 1 -21 2 -21 3 -22 1 -20 5 -22 7 -21 5 -22 7 -22 11 -22 10 -21 11 -23 11 -20 13 -22 12 -21 10 -23 0 0 13 -20 11 -18 10 -20 11 -16 10 -17 11 -16 9 -21 10 -16 8 -19 11 -20 10 -19 8 -19 9 -19 12 -19 12 -17 11 -17 7 -16 8 -15 7 -17 7 -14 2 -12 3 -14 3 -16 0 -18 -1 -17 -3 -16 0 0 0 0 0 0 0 0 0 0 ],1690358054.1867304
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,20723833,0,28,0,0,21.1226,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -2 -14 0 -18 -3 -15 0 -17 0 -17 0 -15 1 -19 -2 -15 2 -17 1 -18 2 -23 3 -22 5 -19 5 -20 6 -22 5 -23 6 -22 6 -17 10 -20 7 -19 5 -19 8 -22 8 -16 4 -28 7 -20 12 -21 0 0 12 -22 12 -18 21 -26 11 -23 9 -25 12 -18 12 -25 9 -23 10 -23 12 -17 8 -26 10 -21 13 -24 11 -22 9 -18 18 -18 10 -18 9 -19 7 -18 6 -17 7 -19 5 -18 4 -19 1 -17 0 -18 0 -20 0 0 0 0 0 0 0 0 0 0 ],1690358055.1462097
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,20726415,0,28,0,0,21.1561,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -5 14 -6 12 -8 15 -7 15 -7 15 -6 11 -9 14 -11 14 -11 16 -8 14 -11 18 -12 17 -11 17 -12 14 -15 15 -15 17 -14 14 -15 16 -17 17 -17 15 -16 13 -17 14 -18 12 -18 14 -20 16 -17 17 0 0 -18 17 -16 17 -17 14 -17 15 -16 14 -20 15 -18 15 -18 16 -19 15 -19 14 -18 17 -18 14 -18 14 -17 15 -16 15 -17 12 -17 13 -16 11 -15 14 -13 16 -12 13 -11 15 -11 16 -9 17 -8 16 -8 15 0 0 0 0 0 0 0 0 0 0 ],1690358055.1992583
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,21688061,0,28,0,0,22.0868,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -14 -5 -14 -9 -11 -7 -14 -10 -12 -10 -18 -7 -16 -10 -16 -5 -15 -10 -14 -7 -20 -11 -23 -12 -21 -13 -20 -13 -18 -13 -21 -12 -21 -14 -20 -13 -17 -16 -17 -20 -15 -19 -17 -22 -15 -19 -16 -18 -16 -20 -14 -22 0 0 -14 -22 -13 -19 -12 -19 -13 -17 -13 -18 -14 -17 -15 -17 -12 -16 -14 -16 -13 -12 -14 -14 -17 -15 -18 -15 -16 -13 -16 -16 -18 -14 -16 -11 -15 -12 -18 -9 -19 -12 -18 -10 -18 -11 -21 -9 -20 -8 -22 -9 -23 -7 0 0 0 0 0 0 0 0 0 0 ],1690358056.1213894
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,22643629,0,28,0,0,23.0424,128,[28 -64 1 0 0 0 0 0 0 0 0 0 17 -6 17 -7 16 -3 18 -7 21 -4 18 -1 21 -3 17 -1 19 -2 19 -6 20 -4 23 -4 21 -3 19 -2 21 1 23 -1 22 -1 19 0 23 3 21 2 23 2 24 5 19 5 22 3 22 4 21 4 0 0 20 2 20 7 21 4 21 3 23 2 21 3 20 3 19 4 20 3 21 3 20 2 19 2 18 1 16 3 16 2 19 3 18 -3 18 0 16 -2 17 -1 17 -3 17 -3 14 -2 18 -6 16 -5 18 -9 0 0 0 0 0 0 0 0 0 0 ],1690358057.069362
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,22648020,0,28,0,0,23.0738,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -13 -16 -16 -15 -14 -16 -13 -15 -13 -14 -15 -18 -16 -18 -13 -16 -16 -14 -15 -16 -14 -21 -15 -22 -15 -22 -14 -21 -14 -22 -15 -23 -13 -22 -13 -21 -12 -26 -12 -20 -12 -24 -12 -22 -7 -26 -13 -24 -13 -24 -10 -26 0 0 -12 -21 -11 -25 -9 -22 -10 -23 -9 -20 -10 -25 -8 -19 -9 -22 -8 -18 -11 -18 -11 -21 -9 -19 -12 -19 -10 -16 -9 -18 -12 -17 -13 -17 -13 -16 -13 -16 -11 -17 -13 -13 -13 -14 -15 -11 -17 -13 -20 -11 -17 -11 0 0 0 0 0 0 0 0 0 0 ],1690358057.1090262
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-86,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,35013965,0,28,0,0,35.4127,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -10 2 -7 8 -11 6 -7 7 -12 6 -12 1 -8 7 -10 9 -15 15 -14 5 -17 7 -15 9 -20 5 -14 6 -17 6 -15 15 -16 8 -22 7 -11 6 -17 13 -18 7 -15 9 -17 5 -18 12 -19 5 -13 11 0 0 -13 16 -14 9 -8 7 -12 9 -13 14 -7 14 -12 11 -9 4 -6 5 -14 3 -3 8 -8 8 -3 4 -9 2 -3 5 -2 5 -2 7 5 8 8 7 6 7 3 8 6 13 6 6 8 7 8 8 3 9 0 0 0 0 0 0 0 0 0 0 ],1690358069.4387116
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-81,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,37883776,0,28,0,0,38.2825,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -13 -26 -11 -26 -14 -20 -9 -24 -7 -18 -8 -21 -8 -21 -3 -19 -2 -22 -7 -27 -2 -23 -1 -22 -3 -22 -4 -21 0 -20 -2 -19 0 -16 1 -18 -1 -19 -4 -20 -1 -14 -2 -12 -2 -18 -4 -19 -4 -18 -5 -22 0 0 1 -20 -4 -21 -2 -21 -2 -17 -4 -20 -1 -20 -4 -19 1 -18 -1 -22 0 -14 -7 -15 -7 -21 -7 -18 -5 -19 -5 -22 -9 -18 -16 -20 -9 -24 -11 -20 -16 -26 -9 -23 -8 -26 -12 -28 -14 -27 -12 -30 -11 -24 0 0 0 0 0 0 0 0 0 0 ],1690358072.3162198
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-83,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,39803496,0,28,0,0,40.2022,128,[28 -64 1 0 0 0 0 0 0 0 0 0 9 8 12 10 11 5 13 2 18 10 17 6 18 7 14 6 20 8 15 7 19 5 22 3 21 14 21 8 18 9 19 16 19 13 16 11 12 13 14 14 16 15 15 8 15 14 15 14 17 15 14 12 0 0 13 9 11 9 18 9 14 10 15 10 13 8 11 8 10 4 9 6 8 7 7 4 6 2 9 5 5 0 6 -3 9 -6 4 -7 10 -14 8 -12 12 -13 17 -14 13 -17 11 -15 14 -16 13 -19 18 -19 0 0 0 0 0 0 0 0 0 0 ],1690358074.2175791
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-83,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,40759870,0,28,0,0,41.1586,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -6 -20 -11 -19 -6 -12 -2 -20 -12 -17 -14 -11 -8 -15 -5 -17 -8 -16 -10 -19 -10 -17 -13 -17 -16 -24 -10 -23 -8 -23 -7 -21 -7 -21 -6 -24 -4 -24 -4 -22 -1 -27 -2 -24 0 -17 0 -20 -2 -26 2 -19 0 0 -6 -23 2 -25 -8 -20 1 -25 -6 -23 2 -22 -1 -25 -1 -23 -2 -24 2 -20 -1 -28 0 -15 1 -15 -1 -18 -8 -13 -9 -13 -7 -17 -14 -15 -7 -21 -12 -18 -11 -20 -9 -19 -10 -17 -9 -17 -14 -21 -17 -17 0 0 0 0 0 0 0 0 0 0 ],1690358075.1855094
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-82,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,40763916,0,28,0,0,41.1953,128,[28 -64 1 0 0 0 0 0 0 0 0 0 12 9 11 5 10 9 9 3 9 8 11 8 13 11 13 9 11 10 12 9 12 15 14 9 12 14 12 10 6 12 14 14 13 14 10 16 9 17 8 10 5 18 2 16 5 15 5 17 10 16 7 14 0 0 3 12 5 18 4 19 8 13 7 16 7 10 5 18 5 17 6 15 4 14 10 13 4 15 5 4 4 11 2 13 11 9 10 8 7 9 10 12 11 7 17 4 16 12 15 11 16 12 14 8 12 9 0 0 0 0 0 0 0 0 0 0 ],1690358075.2177048
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-78,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,41717896,0,28,0,0,42.1166,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -15 4 -20 3 -17 4 -20 -1 -20 3 -22 3 -22 6 -20 3 -27 0 -25 3 -27 -1 -25 -4 -28 -1 -22 -2 -24 -7 -26 -6 -25 -7 -22 -8 -24 -7 -21 -7 -20 -3 -18 -6 -20 -7 -25 -6 -20 -6 -19 -5 0 0 -20 -3 -21 -1 -20 -1 -19 -3 -23 -3 -23 -1 -20 -2 -19 -5 -22 -2 -23 -4 -20 1 -18 0 -20 -1 -19 -2 -23 1 -19 1 -20 5 -18 5 -20 5 -20 5 -22 4 -20 8 -23 5 -22 7 -22 7 -22 7 0 0 0 0 0 0 0 0 0 0 ],1690358076.1452525
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-78,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,41720892,0,28,0,0,42.1529,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -1 19 -1 17 -2 22 0 18 1 16 3 18 1 18 1 19 2 20 -3 27 -4 21 -3 28 -10 26 -7 25 -8 25 -10 23 -6 21 -8 20 -12 23 -10 18 -9 15 -11 17 -11 17 -12 18 -6 19 -4 18 0 0 -1 24 -3 20 -4 20 -9 19 -4 19 -1 21 -1 21 -3 18 -5 22 -5 19 -3 21 -2 19 -3 21 1 17 -1 16 -1 20 -2 20 4 19 4 19 7 19 4 19 5 19 9 19 8 21 8 20 10 20 0 0 0 0 0 0 0 0 0 0 ],1690358076.1909888
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-84,11,1,2,1,1,1,0,0,0,0,-97,0,6,1,41722353,0,157,0,0,42.1922,384,[-99 -48 9 0 0 0 0 0 0 0 0 0 -10 7 -15 11 -9 9 -13 7 -14 3 -15 6 -11 9 -11 5 -21 4 -15 4 -20 10 -14 10 -18 8 -21 0 -16 1 -17 5 -15 -1 -16 0 -21 0 -19 0 -14 -3 -16 -1 -17 1 -13 1 -16 0 -16 2 0 0 -12 3 -14 3 -12 2 -16 6 -16 1 -14 5 -14 1 -15 5 -12 5 -10 6 -16 7 -11 4 -11 3 -15 3 -13 3 -11 5 -13 6 -10 7 -14 11 -11 12 -13 12 -12 11 -10 10 -10 11 -10 16 -13 15 0 0 0 0 0 0 0 0 0 0 ],1690358076.2227595
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,42680564,0,28,0,0,43.0793,128,[28 -64 1 0 0 0 0 0 0 0 0 0 -4 24 -5 21 -6 20 -7 19 -7 20 -9 17 -4 19 -5 19 -5 19 -7 19 -7 21 -10 20 -6 21 -9 21 -9 21 -11 23 -9 22 -9 19 -12 18 -12 18 -12 17 -12 18 -10 18 -13 17 -13 16 -13 18 0 0 -8 16 -15 15 -11 14 -10 18 -10 16 -10 17 -10 18 -10 15 -11 18 -9 17 -9 17 -7 17 -8 16 -8 14 -9 17 -4 16 -6 17 -6 17 -4 18 -5 16 -7 20 -6 18 -3 18 -4 20 -5 19 -1 21 0 0 0 0 0 0 0 0 0 0 ],1690358077.111203
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-77,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,42682364,0,28,0,0,43.1126,128,[28 -64 1 0 0 0 0 0 0 0 0 0 5 -16 -1 -15 -1 -18 3 -20 -5 -10 -5 -16 -6 -18 0 -14 -2 -15 -12 -15 -8 -13 -5 -9 -2 -18 -8 -19 -15 -14 -10 -18 -10 -20 -11 -14 -8 -16 -8 -12 -10 -14 -12 -18 -10 -9 -11 -13 -11 -15 -15 -9 0 0 -10 -6 -14 -2 -9 -3 -28 -3 -15 6 -25 -15 -6 -11 -17 -2 -21 -14 19 -3 -14 1 -14 -13 -15 -7 -21 -8 -14 -1 -7 -9 -13 10 -13 7 -14 6 -13 8 -8 6 -9 10 -16 11 -15 14 -14 16 -10 17 0 0 0 0 0 0 0 0 0 0 ],1690358077.1581795
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-82,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,48395753,0,28,0,0,48.7945,128,[28 -64 1 0 0 0 0 0 0 0 0 0 16 6 17 8 11 9 12 9 9 9 11 9 5 14 6 8 10 13 7 8 7 9 9 14 7 14 7 10 5 8 10 9 11 13 11 5 9 10 12 15 6 15 14 15 10 14 11 18 9 19 7 19 0 0 8 17 6 10 4 18 13 11 10 16 8 15 10 15 8 16 12 14 9 11 12 12 12 13 14 16 15 15 15 11 18 14 16 7 21 11 22 9 22 10 20 11 30 9 27 10 33 10 31 6 34 14 0 0 0 0 0 0 0 0 0 0 ],1690358082.8048866
CSI_DATA,AP,C8:F0:9E:F2:C2:EC,-82,11,0,0,0,0,0,0,0,0,0,-97,0,6,1,49354878,0,28,0,0,49.7536,128,[28 -64 1 0 0 0 0 0 0 0 0 0 17 -10 15 -6 17 0 18 5 16 3 17 4 18 6 12 10 11 8 13 7 12 10 14 10 13 12 12 14 9 14 3 10 10 13 10 18 10 15 8 17 5 14 3 9 8 16 6 15 8 11 8 10 0 0 10 13 7 15 9 12 8 6 8 10 14 7 9 10 11 10 13 12 16 7 15 5 15 6 15 5 19 10 20 6 18 0 20 1 18 2 27 1 25 0 28 -1 26 -1 25 2 34 2 31 -2 27 -2 0 0 0 0 0 0 0 0 0 0 ],1690358083.7683957
